Course Code,Course Title,Meeting Info,Instructor,Seats Available,Max Enrollment,Additional Details
ENVI 236-01 (30302),Consumer Nation: American Consumer Culture in the 20th Century,Meeting:  T R   3:00 - 4:30 pmOLRI 350,Instructor: Chris Wells,25,25,First day attendance required; cross-listed with HIST 236-01
ENVI 237-01 (30304),Environmental Justice,Meeting:  T R   1:20 - 2:50 pmOLRI 370,Instructor: Christie Manning,20,20,First day attendance required; cross-listed with AMST 237-01
ENVI 240-01 (30306),The Earth’s Climate System,Meeting: M W F  9:40 - 10:40 amOLRI 243,Instructor: Louisa Bradtmiller,24,24,Permission of instructor required; first day attendance required
ENVI 240-L1 (30307),The Earth’s Climate Sys Lab,Meeting:  T     1:20 - 4:30 pmOLRI 253,Instructor: Louisa Bradtmiller,24,24,Permission of instructor required; first day attendance required
ENVI 254-01 (30906),Population 8 Billion: Global Population Issues and Trends,Meeting: M W F  12:00 - 1:00 pmCARN 107,Instructor: Holly Barcus,16,16,Cross-listed with GEOG 254-01
ENVI 268-01 (30009),American Culture in the Atomic Age,Meeting: M W    7:00 - 8:30 pmARTCOM 102,Instructor: Kirisitina Sailiata,20,20,Cross-listed with AMST 268-01; registration limit has been adjusted to save 5 seats for FYs
ENVI 274-01 (30401),Spinoza’s Eco-Society: Contractless Society and Its Ecology,Meeting:  T R   3:00 - 4:30 pmHUM 111,Instructor: Kiarina Kordela,25,25,Cross-listed with GERM 274-01 and POLI 274-01
ENVI 280-01 (30308),Environmental Classics,Meeting:   W    7:00 - 10:00 pmOLRI 243,Instructor: Christie Manning,20,20,Permission of instructor required
ENVI 294-02 (30911),History of Designed Space,Meeting: M W F  2:20 - 3:20 pmOLRI 243,Instructor: Tony Siebenaler-Ransom,20,20,
ENVI 294-03 (30923),Environmental Problem Solving: Negotiation and Leadership,Meeting:  T R   9:40 - 11:10 amOLRI 253,Instructor: Takeo Kuwabara,18,18,
ENVI 294-04 (30945),Neotropical Landscapes,Meeting: M W F  10:50 - 11:50 amCARN 105,Instructor: Xavier Haro-Carrión,17,17,Cross-listed with GEOG 239-01 and LATI 239-01; registration limit has been adjusted to save 3 seats for FYs
ENVI 340-01 (30310),US Urban Environmental History,Meeting:  T R   9:40 - 11:10 amOLRI 243,Instructor: Chris Wells,15,15,First day attendance required; cross-listed with HIST 340-01
ENVI 362-01 (30089),Arctic Ecology,Meeting: M W F  10:50 - 11:50 amOLRI 243,Instructor: Mary Heskel,16,16,"Permission of instructor required; first day attendance required; in order to enroll in this upper-level Biology class, you must complete the Biology Department's ""Request Permission to Enroll"" form, which can be found on the page titled Macalester Biology Courses - Permissions and Waitlists; ACTC students require permission of instructor; cross-listed with BIOL 362-01"
ENVI 372-01 (30367),Remote Sensing of the Environment,Meeting:  T R   9:40 - 11:10 amCARN 109,Instructor: Xavier Haro-Carrión,12,12,First day attendance required; cross-listed with GEOG 362-01
ENVI 385-01 (30093),Wildlife Monitoring Techniques,Meeting: M W F  10:50 - 11:50 amOLRI 284,Instructor: Stotra Chakrabarti,12,12,"Permission of instructor required; in order to enroll in this upper-level Biology class, you must complete the Biology Department's ""Request Permission to Enroll"" form, which can be found on the page titled Macalester Biology Courses - Permissions and Waitlists; ACTC students require permission of instructor; cross-listed with BIOL 385-01"
ENVI 385-L1 (30095),Wildlife Monitoring Tech Lab,Meeting:  T     1:20 - 4:30 pmOLRI 284,Instructor: Stotra Chakrabarti,12,12,"Permission of instructor required; in order to enroll in this upper-level Biology class, you must complete the Biology Department's ""Request Permission to Enroll"" form, which can be found on the page titled Macalester Biology Courses - Permissions and Waitlists; ACTC students require permission of instructor; cross-listed with BIOL 385-L1"
ENVI 394-01 (30924),Global Change Biology,Meeting:   W    7:00 - 10:00 pmOLRI 301,Instructor: Christine O'Connell,16,16,Permission of instructor required; first day attendance required
ENVI 489-01 (30316),Environmental Leadership Pract,Meeting: M      7:00 - 10:00 pmOLRI 243,Instructor: Roopali Phadke,20,20,First day attendance required
ENVI 490-01 (30317),Envi St Leadership Seminar,Meeting: M      7:00 - 10:00 pmOLRI 243,Instructor: Roopali Phadke,20,20,2 credits; first day attendance required
ENVI 494-01 (30104),Research in Plant Biology,Meeting: M W F  1:10 - 2:10 pmOLRI 281,Instructor: Mary Heskel,6,6,"Permission of instructor required; in order to enroll in this upper-level Biology class, you must complete the Biology Department's ""Request Permission to Enroll"" form, which can be found on the page titled Macalester Biology Courses - Permissions and Waitlists; ACTC students require permission of instructor; first day attendance required; cross-listed with BIOL 494-04"
ENVI 494-L1 (30108),Research in Plant Biology Lab,Meeting: M W F  2:20 - 3:20 pmOLRI 281,Instructor: Mary Heskel,6,6,"Permission of instructor required; in order to enroll in this upper-level Biology class, you must complete the Biology Department's ""Request Permission to Enroll"" form, which can be found on the page titled Macalester Biology Courses - Permissions and Waitlists; ACTC students require permission of instructor; first day attendance required; cross-listed with BIOL 494-L1"
FREN 101-01 (30318),French I,Meeting: M W F  9:40 - 10:40 amHUM 215,Instructor:,15,15,First day attendance required
FREN 101-L1 (30319),French I Lab,Meeting:  T     8:00 - 9:00 amHUM 102,Instructor:,8,8,First day attendance required
FREN 101-L2 (30320),French I Lab,Meeting:    R   1:20 - 2:20 pmMAIN 002,Instructor:,8,8,First day attendance required
FREN 102-01 (30321),French II,Meeting: M W F  9:40 - 10:40 amHUM 102,Instructor: El Hadji Diop,15,15,First day attendance required
FREN 102-02 (30322),French II,Meeting: M W F  10:50 - 11:50 amHUM 102,Instructor: El Hadji Diop,15,15,First day attendance required
FREN 102-L1 (30323),French II Lab,Meeting:  T     8:00 - 9:00 amHUM 113,Instructor:,10,10,First day attendance required
FREN 102-L2 (30324),French II Lab,Meeting:    R   3:30 - 4:30 pmHUM 214,Instructor:,10,10,First day attendance required
FREN 102-L3 (30325),French II Lab,Meeting:  T     1:20 - 2:20 pmOLRI 100,Instructor:,10,10,First day attendance required
FREN 102-L4 (30326),French II Lab,Meeting:    R   9:10 - 10:10 amHUM 314,Instructor:,10,10,First day attendance required
FREN 111-01 (30327),Accelerated French I-II,Meeting: M W F  10:50 - 11:50 amHUM 314,Instructor:,15,15,First day attendance required
FREN 111-L1 (30328),Accelerated French I-II Lab,Meeting:  T R   10:10 - 11:10 amHUM 226,Instructor:,10,10,First day attendance required
FREN 111-L2 (30329),Accelerated French I-II Lab,Meeting:  T R   2:20 - 3:20 pmOLRI 250,Instructor:,10,10,First day attendance required
FREN 203-01 (30330),French III,Meeting: M W F  10:50 - 11:50 amHUM 213,Instructor: Joëlle Vitiello,20,20,First day attendance required
FREN 203-02 (30331),French III,Meeting: M W F  2:20 - 3:20 pmHUM 409,Instructor:,20,20,First day attendance required
FREN 203-L1 (30332),French III Lab,Meeting:    R   2:30 - 3:30 pmTHEATR 200,Instructor:,10,10,First day attendance required
FREN 203-L2 (30333),French III Lab,Meeting:  T     9:10 - 10:10 amHUM 314,Instructor:,10,10,First day attendance required
FREN 203-L3 (30334),French III Lab,Meeting:  T     2:30 - 3:30 pmOLRI 100,Instructor:,10,10,First day attendance required
FREN 203-L4 (30335),French III,Meeting:    R   8:00 - 9:00 amHUM 113,Instructor:,10,10,First day attendance required
FREN 204-01 (30336),"Text, Film and Media",Meeting: M W F  9:40 - 10:40 amHUM 214,Instructor: Andrew Billing,20,20,First day attendance required
FREN 204-02 (30337),"Text, Film and Media",Meeting: M W F  2:20 - 3:20 pmHUM 111,Instructor: Andrew Billing,20,20,First day attendance required
FREN 204-L1 (30338),"Text, Film and Media Lab",Meeting:  T     10:10 - 11:10 amHUM 314,Instructor:,10,10,First day attendance required
FREN 204-L2 (30339),"Text, Film and Media Lab",Meeting:    R   9:10 - 10:10 amHUM 226,Instructor:,10,10,First day attendance required
FREN 204-L3 (30340),"Text, Film and Media Lab",Meeting:  T     1:20 - 2:20 pmOLRI 250,Instructor:,10,10,First day attendance required
FREN 204-L4 (30341),"Text, Film and Media Lab",Meeting:    R   3:30 - 4:30 pmHUM 215,Instructor:,10,10,First day attendance required
FREN 305-01 (30342),Advanced Expression: Communication Tools,Meeting: M W F  9:40 - 10:40 amHUM 113,Instructor: Juliette Rogers,15,15,First day attendance required
FREN 305-L1 (30343),Advanced Expression Lab,Meeting:  T     9:10 - 10:10 amHUM 226,Instructor:,8,8,First day attendance required
FREN 305-L2 (30344),Advanced Expression Lab,Meeting:    R   1:20 - 2:20 pmOLRI 250,Instructor:,8,8,First day attendance required
FREN 306-01 (30345),Introduction to Literary Analysis,Meeting: M W F  12:00 - 1:00 pmHUM 113,Instructor: Andrew Billing,15,15,First day attendance required
FREN 311-01 (30346),Francophone Cultures of/in America,Meeting: M W F  1:10 - 2:10 pmHUM 214,Instructor: Joëlle Vitiello,15,15,First day attendance required
FREN 322-01 (30918),Introduction to Cinema in Francophone Africa,Meeting: M W F  2:20 - 3:20 pmHUM 102,Instructor: El Hadji Diop,15,15,First day attendance required
FREN 336-01 (30798),Blacks in Paris,Meeting: M W F  10:50 - 11:50 amHUM 217,Instructor: Duchess HarrisJuliette Rogers,20,20,Permission of instructor required; first day attendance required; cross-listed with AMST 336-01
GEOG 113-01 (30350),"World Regional Geography: People, Places and Globalization",Meeting: M W F  2:20 - 3:20 pmCARN 305,Instructor: William Moseley,35,35,First day attendance required
GEOG 204-01 (30359),Earth and Environment: Elements of Physical Geography,Meeting: M W F  8:30 - 9:30 amCARN 105,Instructor: Xavier Haro-Carrión,15,15,Cross-listed with ENVI 204-01; registration limit has been adjusted to save 5 seats for FYs
GEOG 225-01 (30351),Introduction to Geographic Information Systems,Meeting: M W F  9:40 - 10:40 amCARN 107,Instructor: Holly Barcus,30,30,Permission of instructor required; first day attendance required
GEOG 225-L1 (30352),Intro GIS Lab,Meeting:   W    10:50 - 12:20 pmCARN 108,Instructor: Ashley Nepp,23,23,Permission of instructor required; first day attendance required
GEOG 225-L2 (30353),Intro GIS Lab,Meeting:    R   9:40 - 11:10 amCARN 108,Instructor: Ashley Nepp,23,23,Permission of instructor required; first day attendance required
GEOG 239-01 (30355),Neotropical Landscapes,Meeting: M W F  10:50 - 11:50 amCARN 105,Instructor: Xavier Haro-Carrión,17,17,Cross-listed with ENVI 294-04 and LATI 239-01; registration limit has been adjusted to save 3 seats for FYs
GEOG 243-01 (30357),Geography of Africa: Local Resources and Livelihoods in a Global Context,Meeting:  T R   9:40 - 11:10 amCARN 06A,Instructor: William Moseley,25,25,
GEOG 254-01 (30901),Population 8 Billion: Global Population Issues and Trends,Meeting: M W F  12:00 - 1:00 pmCARN 107,Instructor: Holly Barcus,16,16,Cross-listed with ENVI 254-01
GEOG 262-01 (30358),Metro Analysis,Meeting: M W F  1:10 - 2:10 pmCARN 107,Instructor: Laura Smith,25,25,
GEOG 277-01 (30370),Qualitative Research Methods in Geography,Meeting: M W F  3:30 - 4:30 pmCARN 304,Instructor: Daniel Trudeau,20,20,
GEOG 294-02 (30361),Sports Geography,Meeting:  T R   1:20 - 2:50 pmMAIN 010,Instructor: Eric Carter,20,20,Registration limit has been adjusted to save 5 seats for FYs
GEOG 320-01 (30362),Asian Cities,Meeting: M W F  1:10 - 2:10 pmHUM 404,Instructor: I-Chun Catherine Chang,16,16,First day attendance required; cross-listed with ASIA 320-01
GEOG 341-01 (30364),"City Life: Segregation, Integration, and Gentrification",Meeting:  T R   3:00 - 4:30 pmCARN 105,Instructor: Daniel Trudeau,20,20,Cross-listed with AMST 341-01
GEOG 362-01 (30366),Remote Sensing of the Environment,Meeting:  T R   9:40 - 11:10 amCARN 109,Instructor: Xavier Haro-Carrión,12,12,First day attendance required; cross-listed with ENVI 372-01
GEOG 363-01 (30368),Geography of Development and Underdevelopment,Meeting:  T R   3:00 - 4:30 pmCARN 206,Instructor: William Moseley,20,20,First day attendance required
GEOG 365-01 (30369),Urban GIS,Meeting:  T R   1:20 - 2:50 pmCARN 109,Instructor: Laura Smith,12,12,Permission of instructor required
GEOG 378-01 (30371),Statistical Research Methods in Geography,Meeting: M W F  10:50 - 11:50 amHUM 402,Instructor: Laura Smith,25,25,
GEOG 472-01 (30372),Global Urbanism,Meeting:  T R   1:20 - 2:50 pmHUM 404,Instructor: I-Chun Catherine Chang,16,16,Permission of instructor required; first day attendance required
GEOG 475-01 (30373),Health Geography Seminar,Meeting:  T R   9:40 - 11:10 amHUM 404,Instructor: Eric Carter,16,16,Permission of instructor required; first day attendance required
GEOL 101-01 (30374),Dinosaurs,Meeting: M W F  1:10 - 2:10 pmOLRI 100,Instructor: Kristina Curry Rogers,38,38,First day attendance required; ACTC students not eligible to register until the beginning of the spring semester; registration limit has been adjusted to save 10 seats for FYs
GEOL 103-01 (30375),Geocinema,Meeting: M W F  10:50 - 11:50 amOLRI 100,Instructor: Kelly MacGregor,48,48,
GEOL 165-01 (30376),History/Evolution of Earth,Meeting: M W F  1:10 - 2:10 pmOLRI 150,Instructor: Raymond Rogers,48,48,
GEOL 165-L1 (30377),History/Evolution of Earth Lab,Meeting:  T     8:00 - 11:10 amOLRI 187,Instructor: Jeff Thole,24,24,
GEOL 165-L2 (30378),History/Evolution of Earth Lab,Meeting:  T     1:20 - 4:30 pmOLRI 187,Instructor: Jeff Thole,24,24,
GEOL 194-01 (30379),Volcanoes,Meeting: M W F  9:40 - 10:40 amOLRI 187,Instructor: Emily First,18,18,Registration total has been adjusted to save 6 seats for FYs
GEOL 255-01 (30380),Structural Geology,Meeting: M W F  10:50 - 11:50 amOLRI 179,Instructor: Alan Chapman,18,18,
GEOL 255-L1 (30381),Structural Geology Lab,Meeting:    R   1:20 - 4:30 pmOLRI 179,Instructor: Alan Chapman,18,18,
GEOL 265-01 (30382),Sedimentology/Stratigraphy,Meeting: M W F  12:00 - 1:00 pmOLRI 175,Instructor: Raymond Rogers,18,18,
GEOL 265-L1 (30383),Sed/Strat Lab,Meeting:    R   8:00 - 11:10 amOLRI 175,Instructor: Raymond Rogers,18,18,
GEOL 302-01 (30384),Petrology and Geochemistry,Meeting: M W F  1:10 - 2:10 pmOLRI 179,Instructor: Emily First,18,18,
GEOL 302-L1 (30385),Petrology/Geochemistry Lab,Meeting:  T     1:20 - 4:30 pmOLRI 179,Instructor: Emily First,18,18,
GEOL 303-01 (30386),Surface/Groundwater Hydrology,Meeting: M W F  9:40 - 10:40 amOLRI 175,Instructor: Kelly MacGregor,18,18,
GEOL 303-L1 (30387),Hydrology Lab,Meeting:  T     8:00 - 11:10 amOLRI 175,Instructor: Kelly MacGregor,18,18,
GERM 102-01 (30388),Elementary German II,Meeting: M W F  9:40 - 10:40 amHUM 212,Instructor: Ross Shields,15,15,
GERM 102-L1 (30389),Elementary German II Lab,Meeting:    R   3:30 - 4:30 pmHUM 409,Instructor: Amanda Wolfson,12,12,
GERM 102-L2 (30390),Elementary German II Lab,Meeting: TBA,Instructor: Amanda Wolfson,12,12,
GERM 110-01 (30391),Accelerated Elementary German,Meeting: M W F  12:00 - 1:00 pmHUM 102,Instructor: Ross Shields,15,15,5 credits
GERM 110-L1 (30392),Accelerated Elem German Lab,Meeting: M W    3:30 - 4:30 pmHUM 113,Instructor: Amanda Wolfson,12,12,
GERM 110-L2 (30393),Accelerated Elem German Lab,Meeting: TBA,Instructor: Amanda Wolfson,12,12,
GERM 203-01 (30394),Intermediate German I,Meeting: M W F  12:00 - 1:00 pmHUM 228,Instructor: David Martyn,20,20,
GERM 203-L1 (30395),Intermediate German I Lab,Meeting:  T     9:40 - 10:40 amHUM 401,Instructor: Amanda Wolfson,12,12,
GERM 203-L2 (30396),Intermediate German I Lab,Meeting: TBA,Instructor: Amanda Wolfson,12,12,
GERM 204-01 (30397),Intermediate German II,Meeting: M W F  9:40 - 10:40 amHUM 402,Instructor: David Martyn,20,20,
GERM 204-L1 (30398),Intermediate German II Lab,Meeting:    R   9:40 - 10:40 amHUM 401,Instructor: Amanda Wolfson,12,12,
GERM 204-L2 (30399),Intermediate German II Lab,Meeting: TBA,Instructor: Amanda Wolfson,12,12,
GERM 274-01 (30400),Spinoza’s Eco-Society: Contractless Society and Its Ecology,Meeting:  T R   3:00 - 4:30 pmHUM 111,Instructor: Kiarina Kordela,25,25,Cross-listed with ENVI 274-01 and POLI 274-01
GERM 309-01 (30403),German Cultural History II: Ruptures and Remakings of Modern Germany,Meeting: M W F  10:50 - 11:50 amHUM 214,Instructor: Rachael Huener,15,15,
GERM 309-L1 (30404),German Cultural History II Lab,Meeting:  T     3:30 - 4:30 pmHUM 402,Instructor: Amanda Wolfson,12,12,
GERM 309-L2 (30405),German Cultural History II Lab,Meeting: TBA,Instructor: Amanda Wolfson,12,12,
GERM 316-01 (30406),Reading Marx,Meeting: M      7:00 - 10:00 pmHUM 228,Instructor: David Martyn,25,25,Cross-listed with PHIL 216-01
GERM 365-01 (30408),A Kafkaesque Century,Meeting:  T R   1:20 - 2:50 pmHUM 111,Instructor: Kiarina Kordela,15,15,Cross-listed with ENGL 235-01
GERM 488-01 (30410),Senior Seminar,Meeting: M W F  2:20 - 3:20 pmHUM 216,Instructor: Rachael Huener,8,8,
HIST 115-01 (30789),Africa Since 1800,Meeting: M W F  2:20 - 3:20 pmHUM 402,Instructor: Tara Hollies,20,20,
HIST 213-01 (30787),Women in African History,Meeting: M W F  9:40 - 10:40 amOLRI 300,Instructor: Tara Hollies,20,20,Cross-listed with WGSS 294-03
HIST 222-01 (30907),Imagining the American West,Meeting: M W F  10:50 - 11:50 amARTCOM 202,Instructor: Katrina Phillips,20,20,Cross-listed with AMST 222-01
HIST 226-01 (30412),American Indian History since 1871,Meeting: M W F  9:40 - 10:40 amMAIN 010,Instructor: Katrina Phillips,20,20,Cross-listed with AMST 226-01
HIST 229-01 (30414),Narrating Black Women’s Resistance,Meeting: M      7:00 - 10:00 pmMAIN 111,Instructor: Walter Greason,20,20,Cross-listed with AMST 229-01 and WGSS 229-01
HIST 235-01 (30417),"Captives, Cannibals, and Capitalists in Early Modern Atlantic World",Meeting: M W F  10:50 - 11:50 amMAIN 010,Instructor: Linda Sturtz,18,18,Cross-listed with AMST 235-01 and LATI 235-01
HIST 236-01 (30303),Consumer Nation: American Consumer Culture in the 20th Century,Meeting:  T R   3:00 - 4:30 pmOLRI 350,Instructor: Chris Wells,25,25,First day attendance required; cross-listed with ENVI 236-01
HIST 260-01 (30669),Rise/Fall of Tsarist Russia,Meeting: M W F  1:10 - 2:10 pmTHEATR 205,Instructor: Maria Fedorova,20,20,Cross-listed with RUSS 260-01
HIST 265-01 (30909),Europe in the Era of World War,Meeting: M W F  9:40 - 10:40 amMAIN 009,Instructor: Lauren Henry,20,20,
HIST 266-01 (30910),"European Revolutions, 1789-1917",Meeting: M W F  1:10 - 2:10 pmOLRI 300,Instructor: Lauren Henry,20,20,
HIST 271-01 (30810),"Uses and Abuses: Drugs, Addiction and Recovery",Meeting: M W F  3:30 - 4:30 pmMAIN 010,Instructor: Amy Sullivan,20,20,Cross-listed with AMST 271-01
HIST 275-01 (30783),The Rise of Modern China,Meeting:  T R   9:40 - 11:10 amMAIN 111,Instructor: James Coplin,20,20,Cross-listed with ASIA 275-01
HIST 290-01 (30426),History: Then and Now,Meeting:   W    7:00 - 10:00 pmMAIN 111,Instructor: Ernesto Capello,20,20,
HIST 294-01 (30427),Feminism and Change,Meeting: M W F  1:10 - 2:10 pmOLRI 370,Instructor: Amy Sullivan,15,15,Cross-listed with WGSS 294-04
HIST 294-02 (30428),The US Economy and Globalization since 1945,Meeting:  T R   3:00 - 4:30 pmOLRI 370,Instructor: Walter Greason,20,20,
HIST 294-03 (30429),Antisemitism,Meeting:  T R   1:20 - 2:50 pmOLRI 352,Instructor: Lauren Henry,20,20,
HIST 294-04 (30430),A Global History of Time,Meeting: M W F  10:50 - 11:50 amMAIN 009,Instructor: Maria FedorovaErnesto Capello,20,20,Cross-listed with RUSS 294-01
HIST 294-05 (30432),Global History of Caste (1800-present),Meeting:  T R   3:00 - 4:30 pmMAIN 111,Instructor: Niharika Yadav,20,20,Cross-listed with ASIA 294-03
HIST 294-06 (30433),Age of Atlantic Revolution - From Stono to Haiti,Meeting: M W F  1:10 - 2:10 pmHUM 402,Instructor: Linda Sturtz,18,18,
HIST 294-07 (30935),The Maghreb: History and Cultures of North Africa from Hannibal to 1492,Meeting:  T R   1:20 - 2:50 pmMAIN 111,Instructor: Andrew Overman,25,25,Cross-listed with CLAS 194-01
HIST 305-01 (30779),Telling Queer and Trans Stories: Oral History as a Method and Practice,Meeting:  T R   3:00 - 4:30 pmMAIN 009,Instructor: Myrl Beam,13,13,Cross-listed with WGSS 305-01; registration limit has been adjusted to save 2 seats for FYs
HIST 340-01 (30311),US Urban Environmental History,Meeting:  T R   9:40 - 11:10 amOLRI 243,Instructor: Chris Wells,15,15,First day attendance required; cross-listed with ENVI 340-01
HIST 350-01 (30434),"Race, Gender, and Medicine",Meeting: M      7:00 - 10:00 pmMAIN 003,Instructor: Amy Sullivan,20,20,Cross-listed with WGSS 250-01
HIST 377-01 (30796),Rumors in History,Meeting: M W    8:00 - 9:30 amMAIN 003,Instructor: Karin Velez,15,15,
HIST 382-01 (30438),Remembering the Modern City,Meeting: M      2:20 - 3:20 pmTHEATR 101  W    2:20 - 4:30 pmTHEATR 101,Instructor: Ernesto Capello,15,15,
HIST 394-01 (30439),Racism and Digital Technology,Meeting:  T R   1:20 - 2:50 pmMAIN 003,Instructor: Walter Greason,15,15,
INTD 103-01 (30441),Writing U.S. Academic Culture,Meeting:  T R   9:40 - 11:10 amCARN 105,Instructor: Jake Mohan,16,16,
INTD 130-01 (30904),Critical Library and Archival Practices: Introduction to Artists’ Books,Meeting:   W    7:00 - 8:00 pmLIBR 254,Instructor: Ginny Moran,12,12,1 credit
INTD 191-01 (30932),Life Design Lab,Meeting:  T     1:20 - 2:50 pmLIBR 250,Instructor:,20,20,1 credit
INTD 192-01 (30933),Sustainability Innovation Lab,Meeting:   W    3:30 - 4:30 pmLIBR 250,Instructor: Megan Butler,20,20,2 credits
INTD 291-01 (30960),Rules: A Legal Studies Reading Seminar,Meeting:  T     3:00 - 4:30 pmCARN 107,Instructor: Patrick SchmidtErik Larson,25,25,S/NC grading only; 1 credit
INTD 330-01 (30799),Mellon Seminar: Exploring Academia,Meeting:   W    12:00 - 1:00 pmCARN 204,Instructor: Karin Velez,10,10,2 credits; permission of instructor required; for Mellon Fellows only; S/NC grading only
INTD 411-01 (30942),Sr Seminar in Community and Global Health,Meeting: TBA,Instructor: Leslie MyintSamuel Asarnow,25,25,"1 credit; When registration begins, please make sure to enroll in INTD-411, Senior Seminar in Community and Global Health. This is a 1-credit course required of CGH concentrators. The time and location for this class will be TBD at the time of registration. After seniors have registered for the course, we will poll you to find a time that works for everyone for a 1-hour meeting, once per week."
INTD 411-02 (30943),Sr Seminar in Community and Global Health,Meeting: TBA,Instructor: Samuel AsarnowLeslie Myint,25,25,"1 credit; When registration begins, please make sure to enroll in INTD-411, Senior Seminar in Community and Global Health. This is a 1-credit course required of CGH concentrators. The time and location for this class will be TBD at the time of registration. After seniors have registered for the course, we will poll you to find a time that works for everyone for a 1-hour meeting, once per week."
INTL 112-01 (30442),"Intro to International Studies: Globalization, Media, and Technology",Meeting: M W F  10:50 - 11:50 amCARN 204,Instructor: Alix Johnson,20,20,
INTL 114-01 (30443),Intro to International Studies: International Codes of Conduct,Meeting:  T R   9:40 - 11:10 amCARN 404,Instructor: James von Geldern,25,25,
INTL 202-01 (30815),Global Media Industries,Meeting:  T R   1:20 - 2:50 pmCARN 06A,Instructor: Michael Griffin,20,20,Cross-listed with MCST 202-01
INTL 225-01 (30229),Comparative Economic Systems,Meeting:  T R   1:20 - 2:50 pmCARN 05,Instructor: Gary Krueger,25,25,Cross-listed with ECON 225-01
INTL 246-01 (30453),Global Adolescent Sexual and Reproductive Health,Meeting: M W F  9:40 - 10:40 amCARN 204,Instructor: Vanessa Voller,20,20,
INTL 253-01 (30444),Comparative Muslim Cultures,Meeting:  T R   3:00 - 4:30 pmCARN 404,Instructor: Jenna Rice Rahaim,20,20,Cross-listed with ANTH 253-01 and RELI 294-03
INTL 263-01 (30447),Muslim Women Writers,Meeting:  T R   1:20 - 2:50 pmCARN 404,Instructor: Jenna Rice Rahaim,20,20,Cross-listed with ENGL 263-01 and WGSS 263-01
INTL 282-01 (30450),Introduction to International Public Health,Meeting: M W F  8:30 - 9:30 amCARN 204,Instructor: Vanessa Voller,20,20,
INTL 285-01 (30451),Ethnicity and Nationalism in Central and Eastern Europe,Meeting:  T R   1:20 - 2:50 pmCARN 204,Instructor: Nadya Nedelsky,20,20,Cross-listed with POLI 285-01
INTL 294-01 (30454),Infrastructure and Inequality,Meeting: M W F  1:10 - 2:10 pmCARN 304,Instructor: Alix Johnson,20,20,
INTL 301-01 (30455),Power and Development in Africa,Meeting:  T R   3:00 - 4:30 pmCARN 204,Instructor: Ahmed Samatar,15,15,Cross-listed with POLI 201-01
INTL 352-01 (30457),Transitional Justice,Meeting:  T R   9:40 - 11:10 amCARN 204,Instructor: Nadya Nedelsky,20,20,Cross-listed with POLI 253-01
INTL 364-01 (30459),Culture and Revolution,Meeting:  T R   1:20 - 2:50 pmCARN 105,Instructor: James von Geldern,20,20,Cross-listed with RUSS 364-01
INTL 489-01 (30461),Senior Seminar: Capitalism and World (Dis)Order,Meeting: M      7:00 - 10:00 pmCARN 411,Instructor: Ahmed Samatar,15,15,
JAPA 102-01 (30462),First Year Japanese II,Meeting: M W F  9:40 - 10:40 amHUM 110,Instructor: Satoko Suzuki,20,20,
JAPA 102-02 (30463),First Year Japanese II,Meeting: M W F  10:50 - 11:50 amHUM 110,Instructor: Satoko Suzuki,20,20,
JAPA 102-L1 (30464),First Year Japanese II Lab,Meeting:  T     10:10 - 11:10 amHUM 217,Instructor: Kyoshin Sasahara,20,20,
JAPA 102-L2 (30465),First Year Japanese II Lab,Meeting:  T     2:20 - 3:20 pmHUM 314,Instructor: Kyoshin Sasahara,20,20,
JAPA 102-L3 (30466),First Year Japanese II Lab,Meeting:  T     3:30 - 4:30 pmHUM 314,Instructor: Kyoshin Sasahara,20,20,
JAPA 204-01 (30467),Second Year Japanese II,Meeting: M W F  1:10 - 2:10 pmHUM 110,Instructor: Ritsuko Larson,20,20,
JAPA 204-02 (30468),Second Year Japanese II,Meeting: M W F  2:20 - 3:20 pmHUM 110,Instructor: Ritsuko Larson,20,20,
JAPA 204-L1 (30469),Second Year Japanese II Lab,Meeting:    R   10:10 - 11:10 amHUM 314,Instructor: Kyoshin Sasahara,12,12,
JAPA 204-L2 (30470),Second Year Japanese II Lab,Meeting:    R   1:20 - 2:20 pmTHEATR 200,Instructor: Kyoshin Sasahara,12,12,
JAPA 204-L3 (30471),Second Year Japanese II Lab,Meeting:    R   3:30 - 4:30 pmHUM 402,Instructor: Kyoshin Sasahara,12,12,
JAPA 260-01 (30472),Narratives of Alienation: 20th Century Japanese Fiction and Film,Meeting:  T R   3:00 - 4:30 pmHUM 110,Instructor: Arthur Mitchell,20,20,Cross-listed with ASIA 260-01
JAPA 306-01 (30474),Third Year Japanese II,Meeting: M W F  12:00 - 1:00 pmHUM 111,Instructor: Sachiko Dorsey,15,15,
JAPA 306-L1 (30475),Third Year Japanese II Lab,Meeting:   W    2:20 - 3:20 pmHUM 214,Instructor: Kyoshin Sasahara,12,12,
JAPA 306-L2 (30476),Third Year Japanese II Lab,Meeting:   W    3:30 - 4:30 pmHUM 214,Instructor: Kyoshin Sasahara,12,12,
JAPA 408-01 (30477),Fourth Year Japanese II,Meeting: M W F  10:50 - 11:50 amHUM 111,Instructor: Sachiko Dorsey,20,20,
JAPA 488-01 (30478),Translating Japanese Literature: Theory and Practice,Meeting:  T R   9:40 - 11:10 amHUM 110,Instructor: Arthur Mitchell,20,20,Cross-listed with LING 488-01
